,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Age_Group
10036,709831983,Existing Customer,57,M,2,Uneducated,Single,$120K +,Blue,46,3,2,3,34516.0,1244,33272.0,0.606,15176,126,0.8,0.036,50
10037,789398733,Existing Customer,56,M,3,Graduate,Married,$120K +,Blue,46,3,3,2,5270.0,779,4491.0,0.731,16179,105,0.694,0.148,50
10038,716850558,Existing Customer,48,M,4,Graduate,Unknown,$60K - $80K,Gold,32,5,1,3,34516.0,1285,33231.0,0.654,15279,122,0.649,0.037,40
10039,717316008,Existing Customer,38,M,2,Unknown,Married,$120K +,Blue,36,6,2,3,3782.0,0,3782.0,0.717,14977,117,0.721,0.0,30
10041,767348733,Existing Customer,56,M,2,Unknown,Married,$60K - $80K,Blue,49,3,3,3,4058.0,793,3265.0,0.758,15865,105,0.667,0.195,50
10042,779900808,Existing Customer,32,M,0,College,Single,$60K - $80K,Blue,16,2,3,2,21551.0,0,21551.0,0.536,14950,94,0.843,0.0,30
10043,719900733,Existing Customer,60,M,1,High School,Married,$40K - $60K,Blue,47,3,1,3,9805.0,1007,8798.0,0.8,14641,95,0.9,0.103,60
10044,816517683,Existing Customer,38,F,2,Doctorate,Married,Less than $40K,Blue,33,4,3,3,7530.0,1336,6194.0,0.749,14719,115,0.855,0.177,30
10045,755305683,Existing Customer,45,M,5,Graduate,Married,$60K - $80K,Blue,38,5,1,4,8983.0,0,8983.0,0.713,15163,124,0.746,0.0,40
10046,715769958,Existing Customer,53,F,3,Unknown,Married,$40K - $60K,Blue,39,3,2,2,4855.0,1912,2943.0,0.606,14969,104,0.763,0.394,50
10049,715713408,Existing Customer,55,M,2,Graduate,Married,Less than $40K,Gold,46,3,5,3,15987.0,0,15987.0,0.82,15853,117,0.56,0.0,50
10053,708942408,Existing Customer,46,F,3,Uneducated,Single,$40K - $60K,Blue,36,3,2,2,7020.0,1784,5236.0,0.815,16937,116,0.731,0.254,40
10056,709578258,Existing Customer,40,F,3,Uneducated,Single,Less than $40K,Blue,33,4,3,2,3804.0,1917,1887.0,0.744,14321,102,0.759,0.504,40
10057,718043583,Existing Customer,50,M,2,Uneducated,Single,$120K +,Blue,40,5,3,4,21794.0,1368,20426.0,0.691,15111,116,0.706,0.063,50
10058,715186608,Existing Customer,43,M,4,Graduate,Married,$80K - $120K,Blue,35,3,2,3,3304.0,2517,787.0,0.741,14565,120,0.818,0.762,40
10059,708447858,Existing Customer,59,F,2,Uneducated,Married,Less than $40K,Blue,36,6,3,2,3850.0,0,3850.0,0.509,15107,117,0.918,0.0,50
10060,718071933,Existing Customer,49,M,1,Graduate,Married,$40K - $60K,Blue,36,4,2,3,4158.0,1889,2269.0,0.872,15842,130,0.831,0.454,40
10061,771217758,Existing Customer,44,F,2,High School,Single,Less than $40K,Blue,31,3,2,3,4182.0,2028,2154.0,0.658,16920,114,0.606,0.485,40
10062,721210158,Existing Customer,29,M,2,College,Married,$40K - $60K,Blue,17,3,1,3,4626.0,1232,3394.0,0.731,14740,102,0.759,0.266,20
10063,788779983,Existing Customer,58,M,2,Post-Graduate,Married,$80K - $120K,Blue,39,4,2,3,3742.0,2517,1225.0,0.75,16401,121,0.806,0.673,50
10066,766273533,Existing Customer,53,M,2,Uneducated,Unknown,$80K - $120K,Blue,46,3,6,3,17190.0,1736,15454.0,0.698,15055,117,0.696,0.101,50
10068,718655808,Existing Customer,44,F,3,Uneducated,Married,Less than $40K,Silver,36,3,3,2,12944.0,1200,11744.0,0.839,16161,105,0.944,0.093,40
10069,817035108,Existing Customer,31,M,2,Graduate,Single,Less than $40K,Blue,14,4,3,3,6933.0,1870,5063.0,0.656,15585,115,0.917,0.27,30
10070,747551658,Existing Customer,47,M,3,High School,Unknown,$80K - $120K,Silver,40,5,3,2,34516.0,1371,33145.0,0.691,15930,123,0.836,0.04,40
10072,771982083,Existing Customer,44,M,4,Doctorate,Married,$80K - $120K,Blue,33,3,1,3,4552.0,1144,3408.0,0.709,14418,104,0.677,0.251,40
10073,717642633,Existing Customer,51,M,2,Graduate,Married,$60K - $80K,Blue,40,3,3,3,3750.0,1801,1949.0,0.889,17995,116,0.657,0.48,50
10074,772721208,Existing Customer,50,M,2,High School,Single,$60K - $80K,Blue,40,4,3,3,17655.0,1720,15935.0,0.706,16293,120,0.739,0.097,50
10075,714385983,Existing Customer,57,F,2,Uneducated,Single,Less than $40K,Blue,36,5,3,2,8224.0,1239,6985.0,0.793,16319,124,0.653,0.151,50
10076,712516608,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,36,6,2,3,3946.0,1275,2671.0,0.647,14822,96,0.811,0.323,40
10077,714725883,Existing Customer,41,F,4,Graduate,Divorced,$40K - $60K,Blue,36,4,1,0,5654.0,2470,3184.0,0.637,15123,111,0.881,0.437,40
10078,709398708,Existing Customer,40,M,3,High School,Divorced,$60K - $80K,Blue,36,3,1,2,16268.0,2517,13751.0,0.652,15925,124,0.824,0.155,40
10079,715090008,Existing Customer,45,M,4,Graduate,Single,$60K - $80K,Silver,36,2,3,4,28564.0,2517,26047.0,0.711,14875,107,0.783,0.088,40
10080,709159308,Existing Customer,42,F,4,High School,Single,Less than $40K,Blue,30,3,1,3,6172.0,1212,4960.0,0.723,16622,99,0.65,0.196,40
10081,711348033,Existing Customer,50,M,2,Graduate,Married,$40K - $60K,Blue,40,4,3,2,5435.0,1243,4192.0,0.749,16202,117,0.671,0.229,50
10082,788230158,Existing Customer,29,M,1,Unknown,Married,$40K - $60K,Silver,20,3,1,2,16496.0,1409,15087.0,0.677,16715,126,0.703,0.085,20
10083,718170033,Existing Customer,42,F,4,Uneducated,Married,Unknown,Blue,23,4,1,2,8348.0,0,8348.0,0.695,15905,111,0.708,0.0,40
10084,718161708,Existing Customer,46,F,4,Graduate,Married,Less than $40K,Blue,34,5,1,2,7562.0,1500,6062.0,0.632,14908,100,0.754,0.198,40
10085,717714633,Existing Customer,49,M,3,Uneducated,Married,$120K +,Gold,38,4,3,4,14938.0,0,14938.0,0.737,15277,131,0.724,0.0,40
10086,824150733,Existing Customer,43,M,2,High School,Married,$80K - $120K,Silver,39,3,1,3,34516.0,1987,32529.0,0.673,16177,122,0.848,0.058,40
10087,713768358,Existing Customer,45,M,4,Graduate,Single,$40K - $60K,Blue,35,3,2,2,7935.0,888,7047.0,0.779,15380,122,0.694,0.112,40
10088,709188108,Existing Customer,45,M,2,Graduate,Single,$60K - $80K,Silver,33,4,2,2,34516.0,1529,32987.0,0.609,13940,105,0.81,0.044,40
10090,712296408,Existing Customer,36,F,3,Unknown,Married,$40K - $60K,Blue,22,5,3,3,12958.0,2273,10685.0,0.608,15681,96,0.627,0.175,30
10091,719106783,Existing Customer,52,M,1,High School,Single,$80K - $120K,Blue,41,4,1,4,4103.0,1972,2131.0,0.665,16344,118,0.788,0.481,50
10093,719574033,Existing Customer,38,M,1,High School,Single,$60K - $80K,Blue,28,2,2,2,21906.0,0,21906.0,0.696,15349,119,0.7,0.0,30
10094,716123283,Existing Customer,59,M,1,Unknown,Single,$60K - $80K,Blue,48,3,1,2,7288.0,0,7288.0,0.64,14873,120,0.714,0.0,50
10095,789023508,Existing Customer,46,M,3,Unknown,Married,$80K - $120K,Blue,33,4,1,3,34516.0,1099,33417.0,0.816,15490,110,0.618,0.032,40
10096,710005683,Existing Customer,56,M,2,College,Single,$80K - $120K,Blue,46,3,3,5,12540.0,1696,10844.0,0.799,16518,115,0.716,0.135,50
10097,801036033,Existing Customer,31,M,0,High School,Single,$40K - $60K,Blue,25,3,2,3,4493.0,1388,3105.0,0.795,17744,104,0.763,0.309,30
10099,709094358,Existing Customer,51,F,1,Graduate,Single,Less than $40K,Blue,41,4,2,3,8900.0,798,8102.0,0.647,16737,88,0.66,0.09,50
10100,719848008,Existing Customer,39,M,2,Graduate,Unknown,$60K - $80K,Silver,36,4,2,2,29808.0,0,29808.0,0.669,16098,128,0.684,0.0,30
10101,718372458,Existing Customer,42,M,2,Graduate,Unknown,$40K - $60K,Blue,30,3,2,5,3735.0,1723,2012.0,0.595,14501,92,0.84,0.461,40
10102,720608658,Existing Customer,33,F,1,Uneducated,Single,Less than $40K,Blue,36,5,3,3,8398.0,1875,6523.0,0.727,16706,123,0.757,0.223,30
10104,715474083,Existing Customer,51,M,3,Graduate,Single,$60K - $80K,Silver,36,3,2,2,29663.0,1743,27920.0,0.667,14638,93,0.722,0.059,50
10106,717494358,Existing Customer,58,F,0,Graduate,Single,Less than $40K,Blue,48,2,2,5,4299.0,1334,2965.0,0.66,15068,123,0.685,0.31,50
10109,780613758,Existing Customer,47,M,5,High School,Single,Less than $40K,Blue,35,4,3,5,4165.0,0,4165.0,0.813,17093,111,0.82,0.0,40
10110,718225683,Existing Customer,56,M,1,Graduate,Single,$80K - $120K,Silver,49,5,2,2,34516.0,1091,33425.0,0.64,15274,108,0.714,0.032,50
10111,710734308,Existing Customer,49,M,1,Graduate,Single,$60K - $80K,Blue,40,6,3,3,6481.0,1569,4912.0,0.692,15937,119,0.803,0.242,40
10113,713733633,Attrited Customer,27,M,0,High School,Divorced,$60K - $80K,Blue,36,2,3,2,13303.0,2517,10786.0,0.929,10219,85,0.809,0.189,20
10114,720841533,Existing Customer,29,M,0,Graduate,Married,Less than $40K,Blue,15,3,1,5,4700.0,0,4700.0,0.617,14723,96,0.655,0.0,20
10115,712210458,Existing Customer,38,M,1,Uneducated,Single,$40K - $60K,Blue,36,2,3,2,5639.0,1558,4081.0,0.614,16628,109,0.946,0.276,30
10116,714109308,Existing Customer,46,M,5,College,Single,$80K - $120K,Blue,36,1,2,3,13187.0,2241,10946.0,0.689,15354,112,0.931,0.17,40
10117,712503408,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,40,6,3,4,17925.0,1909,16016.0,0.712,17498,111,0.82,0.106,50
10120,710841183,Existing Customer,54,M,1,High School,Single,$60K - $80K,Blue,34,5,2,0,13940.0,2109,11831.0,0.66,15577,114,0.754,0.151,50
10121,713899383,Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,50,4,1,4,3688.0,606,3082.0,0.57,14596,120,0.791,0.164,50
10122,772366833,Existing Customer,50,M,2,Graduate,Single,$40K - $60K,Blue,40,3,2,3,4003.0,1851,2152.0,0.703,15476,117,0.857,0.462,50
